absolute_difference,csm_v1_ci_high,csm_v1_ci_low,csm_v1_observation_count,csm_v1_value,csm_v2_ci_high,csm_v2_ci_low,csm_v2_observation_count,csm_v2_value,evaluator_compatibility,metric_definition_changed,metric_name,relative_difference,statistically_tested
0.0,0.11621999007936505,0.03439409722222222,20,0.07116071428571427,0.11621999007936505,0.03439409722222222,20,0.07116071428571427,same_offline_observation_level_evaluator,False,activation_precision,0.0,True
0.0,0.26920833333333327,0.09583333333333333,20,0.18,0.26920833333333327,0.09583333333333333,20,0.18,same_offline_observation_level_evaluator,False,activation_recall,0.0,True
0.0,0.2644444444444444,0.04235197368421053,20,0.14606725146198832,0.2644444444444444,0.04235197368421053,20,0.14606725146198832,same_offline_observation_level_evaluator,False,answer_accuracy,0.0,True
,,,0,,,,0,,same_offline_observation_level_evaluator,False,contradiction_handling,,False
0.0,0.25,0.15,10,0.2,0.25,0.15,10,0.2,same_offline_observation_level_evaluator,False,correction_recovery,0.0,True
0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,same_offline_observation_level_evaluator,False,decision_f1,,False
0.0,0.6605208333333333,0.4586160714285714,20,0.5607142857142857,0.6605208333333333,0.4586160714285714,20,0.5607142857142857,same_offline_observation_level_evaluator,False,evidence_support_rate,0.0,True
0.0,0.12571428571428575,0.0578947368421053,19,0.08664160401002509,0.12571428571428575,0.0578947368421053,19,0.08664160401002509,same_offline_observation_level_evaluator,False,expected_calibration_error,0.0,True
0.0,0.0,0.0,19,0.0,0.0,0.0,19,0.0,same_offline_observation_level_evaluator,False,fabricated_citation_rate,,True
0.0,0.6605208333333333,0.4586160714285714,20,0.5607142857142857,0.6605208333333333,0.4586160714285714,20,0.5607142857142857,same_offline_observation_level_evaluator,False,faithfulness,0.0,True
0.0,0.6605208333333333,0.4586160714285714,20,0.5607142857142857,0.6605208333333333,0.4586160714285714,20,0.5607142857142857,same_offline_observation_level_evaluator,False,groundedness,0.0,True
0.0,0.2,0.0,20,0.075,0.2,0.0,20,0.075,same_offline_observation_level_evaluator,False,hallucination_rate,0.0,True
0.0,0.2312317251461988,0.07110745614035087,19,0.15190058479532165,0.2312317251461988,0.07110745614035087,19,0.15190058479532165,same_offline_observation_level_evaluator,False,lineage_citation_f1,0.0,True
0.0,0.39999999999999997,0.0,3,0.19999999999999998,0.39999999999999997,0.0,3,0.19999999999999998,same_offline_observation_level_evaluator,False,memory_update_accuracy,0.0,True
0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,same_offline_observation_level_evaluator,False,offline_csm_update_cost,,True
0.0,0.0006565993125,0.0005434760625000001,20,0.0005911425,0.0006565993125,0.0005434760625000001,20,0.0005911425,same_offline_observation_level_evaluator,False,online_query_cost,0.0,True
0.0,127522.7475,126570.69374999999,20,126989.65,127522.7475,126570.69374999999,20,126989.65,same_offline_observation_level_evaluator,False,operational_wall_clock_latency_ms,0.0,True
0.0,127484.51125,126533.23875,20,128117.0,127484.51125,126533.23875,20,128117.0,same_offline_observation_level_evaluator,False,p95_latency,0.0,True
0.0,127484.51125,126533.23875,20,126951.45,127484.51125,126533.23875,20,126951.45,same_offline_observation_level_evaluator,False,processing_latency_ms,0.0,True
0.0,127484.51125,126533.23875,20,126951.45,127484.51125,126533.23875,20,126951.45,same_offline_observation_level_evaluator,False,provider_generation_latency_ms,0.0,True
0.0,40.2,36.15,20,38.2,40.2,36.15,20,38.2,same_offline_observation_level_evaluator,False,retrieval_activation_latency_ms,0.0,True
0.0,0.11621999007936505,0.03439409722222222,20,0.07116071428571427,0.11621999007936505,0.03439409722222222,20,0.07116071428571427,same_offline_observation_level_evaluator,False,retrieval_precision,0.0,True
0.0,0.26920833333333327,0.09583333333333333,20,0.18,0.26920833333333327,0.09583333333333333,20,0.18,same_offline_observation_level_evaluator,False,retrieval_recall,0.0,True
0.0,0.3333333333333333,0.0,3,0.16666666666666666,0.3333333333333333,0.0,3,0.16666666666666666,same_offline_observation_level_evaluator,False,state_accuracy,0.0,True
0.0,1.0,1.0,8,1.0,1.0,1.0,8,1.0,same_offline_observation_level_evaluator,False,state_recovery_time,0.0,True
0.0,0.8749999999999999,0.45833333333333337,8,0.6666666666666666,0.8749999999999999,0.45833333333333337,8,0.6666666666666666,same_offline_observation_level_evaluator,False,temporal_consistency,0.0,True
0.0,2925.615,2715.16125,20,2806.8,2925.615,2715.16125,20,2806.8,same_offline_observation_level_evaluator,False,tokens_per_query,0.0,True
0.0,0.0006565993125,0.0005434760625000001,20,0.01182285,0.0006565993125,0.0005434760625000001,20,0.01182285,same_offline_observation_level_evaluator,False,total_cost,0.0,True
0.0,0.2,0.0,20,0.075,0.2,0.0,20,0.075,same_offline_observation_level_evaluator,False,unsupported_claim_rate,0.0,True
