calculation_reason,canonical_source_id,expected_canonical_ids,patient,question_id,question_number,rank,relevance_classification,relevant,resolution_status,resolved_canonical_ids,retrieval_item_id,system,system_native_id,system_native_type,turn_id
retrieval_identifier_canonicalized,52f1e0d3-7b1e-4fdb-97d7-386d643d0c99,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,1,relevant,True,resolved,"[""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99""]",3b255b42-c4c4-4320-a21b-caa031a71a47,long_context,2bdce151-e10a-44aa-931d-51cfe368458f,long_context_entry,39e73bfa-0157-4c1c-b597-6a7d487970da
retrieval_identifier_canonicalized,9ed89967-8788-465f-bd08-3dfeb36c7f7b,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,2,relevant,True,resolved,"[""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",63008175-e612-44f3-b5a4-7204dc5e1448,long_context,4c601493-375f-4adb-9088-98c833544b7b,long_context_entry,39e73bfa-0157-4c1c-b597-6a7d487970da
retrieval_identifier_canonicalized,4e13f76b-deab-47b5-94a0-d13b01eea584,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,3,not_relevant,False,resolved,"[""4e13f76b-deab-47b5-94a0-d13b01eea584""]",8d3044c4-b279-407d-9cc5-cdb80dedd425,long_context,e0e344ac-4e4c-45fb-bc56-2e9b23465c73,long_context_entry,39e73bfa-0157-4c1c-b597-6a7d487970da
retrieval_identifier_canonicalized,5c05a6f5-73c3-40ce-b489-9e78826d7e30,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,4,relevant,True,resolved,"[""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",4a00d007-8eca-4d4e-aa68-cf7f62fde4fd,long_context,e799ac7b-48b7-4ec9-88b5-477080b75168,long_context_entry,39e73bfa-0157-4c1c-b597-6a7d487970da
retrieval_identifier_canonicalized,78d14e72-cdd1-4822-8b6c-e3300c0baf2b,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,5,not_relevant,False,resolved,"[""78d14e72-cdd1-4822-8b6c-e3300c0baf2b""]",af647259-d833-4e58-ac82-a44b516ab45d,long_context,409cf1ca-9fb5-4fb2-95fd-135b3412532b,long_context_entry,39e73bfa-0157-4c1c-b597-6a7d487970da
retrieval_identifier_canonicalized,ea919ae5-2472-4ef6-85a9-e626199b7157,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,6,not_relevant,False,resolved,"[""ea919ae5-2472-4ef6-85a9-e626199b7157""]",2facbc00-0e32-4d3f-a34c-27a4576d2d9e,long_context,c3d53efc-c0ba-4009-89ec-a0764ac58de1,long_context_entry,39e73bfa-0157-4c1c-b597-6a7d487970da
retrieval_identifier_canonicalized,145a1a47-3231-43a9-8d23-24880122e956,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,7,not_relevant,False,resolved,"[""145a1a47-3231-43a9-8d23-24880122e956""]",61833bf7-d53d-4022-97b4-38c8458b896f,long_context,0037902c-5068-4e34-a368-19edb787bf19,long_context_entry,39e73bfa-0157-4c1c-b597-6a7d487970da
retrieval_identifier_canonicalized,125c4ac3-3e2a-4a60-8b87-d8ca4359bf17,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,8,not_relevant,False,resolved,"[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17""]",69c6f139-0946-4767-a87b-7f5123d41907,long_context,3b1cb2ad-3c5a-45a4-afd9-6337cd64a4fb,long_context_entry,39e73bfa-0157-4c1c-b597-6a7d487970da
retrieval_identifier_canonicalized,2e5d3648-597e-411c-b723-855519bef763,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,1,relevant,True,resolved,"[""1f1d0a8d-f37f-4c47-bd63-cec1051ff516"", ""2e5d3648-597e-411c-b723-855519bef763"", ""4aea8fe9-8a1a-4ebe-b7e0-b6a6e28ec65e""]",a0d55703-62a7-4bd8-9a89-3063e379c5d5,dense_rag,c75be422-4817-426d-a367-5f2918387033,dense_rag_chunk,43e37bd1-1c5c-4eaf-b378-5358d50168eb
retrieval_identifier_canonicalized,5c05a6f5-73c3-40ce-b489-9e78826d7e30,"[""2e5d3648-597e-411c-b723-855519bef763"", ""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""False"", ""b0d44139-ad1c-4e92-9234-77dcd2670020""]",SYN-CSM-003,4366257c-d58a-46ea-b76c-c4daa784c892,1,2,relevant,True,resolved,"[""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",17df925b-fe34-4f5e-b9e9-ac2073f04cd0,dense_rag,6dd222a0-2705-45f4-9280-ae70d9de6109,dense_rag_chunk,43e37bd1-1c5c-4eaf-b378-5358d50168eb
