duration_ms,llm_call_id,turn_id
5083,c4d9f11d-50f1-43a8-b67b-89f941cd4238,c3f97057-f039-4213-aa2c-05b491b6bdd9
5029,d76c333e-b6fd-4702-9e3c-67d6373c66af,d85773b2-88a0-4dd3-84c2-615bcbcd0a75
23801,3801fae3-2598-44c5-a555-025cdc9db124,3e7a4b97-2eac-4a28-b1b8-7f9c66a49e7c
29804,d76e96f9-9507-405c-a773-5f84d3bc7223,45a09b1b-4f64-4364-b187-2a1f53bd8410
20846,dbcfad6a-1f98-451e-9a68-5819947ea06b,9c059b8f-70b5-4672-8dc8-654f171c20cf
27091,ebfd26f0-8190-4c2a-bf90-25527bf65c3e,97056f0c-023a-4733-acd1-7138c07fd133
14853,a330aad6-cab4-4f3c-9cc0-226cd74911f5,b9a5c03c-e560-417f-81bd-d0f4d3d0ce56
22596,7d5c78e0-058d-4f46-8451-011614b282a7,402f82e8-2e12-4baf-8cd8-2fbfb0adcebe
18448,c3390852-2225-4245-b791-3e54d6b4b900,4cdbb6e1-8b18-46b0-9502-e2be6d51d303
18267,2436a111-c9a4-494d-b5d4-951796c2498c,e6d03a33-6867-4bd2-a20d-eeddc161fd14
18959,6953f0fc-6617-4402-850c-365365eb1c75,c7847114-14f6-4c86-9522-68aa01bca115
14543,fc7c2dc7-88bb-4813-b710-2aea0783fae8,94904b89-b091-4aff-8d72-1edff494dd57
19178,06448ea0-3203-4c85-a136-5131241b0363,2ee4288c-b147-49f7-8849-625a3326d27f
15897,40769c65-ec10-4984-9527-aef4ffedd06c,a716f57e-1409-44c7-9238-a542586e326f
62936,11de8ea6-a9d1-40aa-ba3d-2bb8f6b8a2cf,6ae8336f-de9d-49fb-9d3d-f41563434cfe
17795,c5e6b5cb-0c67-4cb2-8541-b79791f48da6,53262c4e-e536-439e-90b2-74d30491b542
128597,4b485629-ddf4-4aa1-aee5-79a9823b28ba,a2125520-e5a4-479d-b076-824a308f10ca
16257,d3801aff-11d5-42d5-8c8b-9c4d1a36e9ad,aa38fcfe-b5a2-418f-83d4-0379cb328727
13268,6bc610d1-9f5f-4a0a-ba59-99dfdabfa29a,10a5944e-ae3a-41c7-a929-2f0ae85c6cfa
66439,a350d916-43fd-4b7b-927a-da01588379cd,61ece6d7-28b7-47e5-99e4-3e322664d76c
66678,c81f8e73-9bef-470d-a980-0d313d6f47ef,7836ebe8-7769-4ae0-b4c2-f9dea00506b4
67383,52779ec9-aaf3-48a6-8671-a371f9dfa818,3993d40e-a3f5-4602-9ba6-b0e600551014
66969,1ab89d5f-7252-4da9-bc4a-b18bc8bf3ffe,ca28c97a-74a2-4160-beff-6e2a05f4935c
66987,b735cdf5-afb4-4c5d-ba07-3873254e4af0,90afc5d6-8ec5-4a73-b446-ef5fe46f735b
66144,b2ad6287-4a47-4f76-9c8a-84b59d6abdd2,6ce674e9-1455-4549-8c06-49def122b458
62431,078dc855-c154-4bdc-8ca8-cb4a548572e0,ba482c2b-71a1-44d6-99ab-2e151f846b0c
15518,1f1abeba-fb7a-43a5-aa41-e4c4e04319b7,efd6b07c-6539-4b09-b948-4bad71b486e6
18832,3bbdbba2-ba98-45cf-b402-76957bde95bf,2b5fe016-f803-4dde-a826-81a71cf5661e
23466,4886e5bf-864a-40ce-b796-13d2eee7e26e,64d80cb5-c3fe-48f8-b255-fd129422d75e
34446,3de317a6-656e-4026-ab00-129498010189,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
40125,2efa966c-3a65-41a4-914f-887b31e123b3,738b4a20-c8b0-45d0-b8c3-5fab21b52433
