duration_ms,estimated_cost_usd,input_tokens,llm_call_id,model,output_tokens,provider,request_status,task_type,total_tokens,turn_id
5083,0.00032264999999999996,1211,c4d9f11d-50f1-43a8-b67b-89f941cd4238,openai/gpt-oss-120b,235,groq,completed,final_answer,1446,c3f97057-f039-4213-aa2c-05b491b6bdd9
5029,0.00028995,1217,d76c333e-b6fd-4702-9e3c-67d6373c66af,openai/gpt-oss-120b,179,groq,completed,final_answer,1396,d85773b2-88a0-4dd3-84c2-615bcbcd0a75
23801,0.0003129,1214,3801fae3-2598-44c5-a555-025cdc9db124,openai/gpt-oss-120b,218,groq,completed,final_answer,1432,3e7a4b97-2eac-4a28-b1b8-7f9c66a49e7c
29804,0.00050625,1231,d76e96f9-9507-405c-a773-5f84d3bc7223,openai/gpt-oss-120b,536,groq,completed,final_answer,1767,45a09b1b-4f64-4364-b187-2a1f53bd8410
20846,0.0003807,1230,dbcfad6a-1f98-451e-9a68-5819947ea06b,openai/gpt-oss-120b,327,groq,completed,final_answer,1557,9c059b8f-70b5-4672-8dc8-654f171c20cf
27091,0.0003,1228,ebfd26f0-8190-4c2a-bf90-25527bf65c3e,openai/gpt-oss-120b,193,groq,completed,final_answer,1421,97056f0c-023a-4733-acd1-7138c07fd133
14853,0.0003768,1212,a330aad6-cab4-4f3c-9cc0-226cd74911f5,openai/gpt-oss-120b,325,groq,completed,final_answer,1537,b9a5c03c-e560-417f-81bd-d0f4d3d0ce56
22596,0.00043275,1237,7d5c78e0-058d-4f46-8451-011614b282a7,openai/gpt-oss-120b,412,groq,completed,final_answer,1649,402f82e8-2e12-4baf-8cd8-2fbfb0adcebe
18448,0.00032415,1209,c3390852-2225-4245-b791-3e54d6b4b900,openai/gpt-oss-120b,238,groq,completed,final_answer,1447,4cdbb6e1-8b18-46b0-9502-e2be6d51d303
18267,0.00030104999999999997,1219,2436a111-c9a4-494d-b5d4-951796c2498c,openai/gpt-oss-120b,197,groq,completed,final_answer,1416,e6d03a33-6867-4bd2-a20d-eeddc161fd14
18959,0.00043694999999999997,1213,6953f0fc-6617-4402-850c-365365eb1c75,openai/gpt-oss-120b,425,groq,completed,final_answer,1638,c7847114-14f6-4c86-9522-68aa01bca115
14543,0.0003063,1226,fc7c2dc7-88bb-4813-b710-2aea0783fae8,openai/gpt-oss-120b,204,groq,completed,final_answer,1430,94904b89-b091-4aff-8d72-1edff494dd57
19178,0.00038055,1233,06448ea0-3203-4c85-a136-5131241b0363,openai/gpt-oss-120b,326,groq,completed,final_answer,1559,2ee4288c-b147-49f7-8849-625a3326d27f
15897,0.0002847,1234,40769c65-ec10-4984-9527-aef4ffedd06c,openai/gpt-oss-120b,166,groq,completed,final_answer,1400,a716f57e-1409-44c7-9238-a542586e326f
62936,0.00041655,1477,11de8ea6-a9d1-40aa-ba3d-2bb8f6b8a2cf,openai/gpt-oss-120b,325,groq,completed,final_answer,1802,6ae8336f-de9d-49fb-9d3d-f41563434cfe
17795,0.00029204999999999997,1219,c5e6b5cb-0c67-4cb2-8541-b79791f48da6,openai/gpt-oss-120b,182,groq,completed,final_answer,1401,53262c4e-e536-439e-90b2-74d30491b542
128597,0.0005787,1710,4b485629-ddf4-4aa1-aee5-79a9823b28ba,openai/gpt-oss-120b,537,groq,completed,final_answer,2247,a2125520-e5a4-479d-b076-824a308f10ca
16257,0.0003042,1224,d3801aff-11d5-42d5-8c8b-9c4d1a36e9ad,openai/gpt-oss-120b,201,groq,completed,final_answer,1425,aa38fcfe-b5a2-418f-83d4-0379cb328727
13268,0.0003672,1224,6bc610d1-9f5f-4a0a-ba59-99dfdabfa29a,openai/gpt-oss-120b,306,groq,completed,final_answer,1530,10a5944e-ae3a-41c7-a929-2f0ae85c6cfa
66439,0.00039315,1321,a350d916-43fd-4b7b-927a-da01588379cd,openai/gpt-oss-120b,325,groq,completed,final_answer,1646,61ece6d7-28b7-47e5-99e4-3e322664d76c
66678,0.0005272499999999999,1407,c81f8e73-9bef-470d-a980-0d313d6f47ef,openai/gpt-oss-120b,527,groq,completed,final_answer,1934,7836ebe8-7769-4ae0-b4c2-f9dea00506b4
67383,0.0005856,1600,52779ec9-aaf3-48a6-8671-a371f9dfa818,openai/gpt-oss-120b,576,groq,completed,final_answer,2176,3993d40e-a3f5-4602-9ba6-b0e600551014
66969,0.0004503,1554,1ab89d5f-7252-4da9-bc4a-b18bc8bf3ffe,openai/gpt-oss-120b,362,groq,completed,final_answer,1916,ca28c97a-74a2-4160-beff-6e2a05f4935c
66987,0.00049785,1311,b735cdf5-afb4-4c5d-ba07-3873254e4af0,openai/gpt-oss-120b,502,groq,completed,final_answer,1813,90afc5d6-8ec5-4a73-b446-ef5fe46f735b
