absolute_difference,csm_v1_ci_high,csm_v1_ci_low,csm_v1_observation_count,csm_v1_value,csm_v2_ci_high,csm_v2_ci_low,csm_v2_observation_count,csm_v2_value,evaluator_compatibility,metric_definition_changed,metric_name,relative_difference,statistically_tested
0.04989087301587302,0.05625,0.0,20,0.025,0.11535267857142856,0.03634895833333333,20,0.07489087301587302,same_offline_observation_level_evaluator,False,activation_precision,1.9956349206349207,True
0.13841269841269838,0.09631249999999994,0.0,20,0.0425,0.26086904761904756,0.09709523809523808,20,0.1809126984126984,same_offline_observation_level_evaluator,False,activation_recall,3.2567693744164323,True
0.006914344685242491,0.26143790849673204,0.0392156862745098,17,0.1454248366013072,0.2730409356725144,0.04824561403508772,19,0.1523391812865497,same_offline_observation_level_evaluator,False,answer_accuracy,0.04754583086930791,True
,,,0,,,,0,,same_offline_observation_level_evaluator,False,contradiction_handling,,False
-0.05769230769230771,0.7692307692307693,0.41298076923076926,13,0.5961538461538461,0.7216346153846149,0.33605769230769234,13,0.5384615384615384,same_offline_observation_level_evaluator,False,correction_recovery,-0.09677419354838712,True
0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,same_offline_observation_level_evaluator,False,decision_f1,,False
0.03366873065015463,0.6838235294117647,0.46685049019607844,17,0.5759803921568628,0.6995614035087719,0.5328947368421053,19,0.6096491228070174,same_offline_observation_level_evaluator,False,evidence_support_rate,0.058454647256438674,True
-0.11722321428571426,0.3053794642857143,0.1148779761904762,14,0.19170238095238096,0.09336588541666667,0.059361979166666703,16,0.0744791666666667,same_offline_observation_level_evaluator,False,expected_calibration_error,-0.6114854374961186,True
0.0,0.0,0.0,17,0.0,0.0,0.0,19,0.0,same_offline_observation_level_evaluator,False,fabricated_citation_rate,,True
0.03366873065015463,0.6838235294117647,0.46685049019607844,17,0.5759803921568628,0.6995614035087719,0.5328947368421053,19,0.6096491228070174,same_offline_observation_level_evaluator,False,faithfulness,0.058454647256438674,True
0.03366873065015463,0.6838235294117647,0.46685049019607844,17,0.5759803921568628,0.6995614035087719,0.5328947368421053,19,0.6096491228070174,same_offline_observation_level_evaluator,False,groundedness,0.058454647256438674,True
-0.058823529411764705,0.17647058823529413,0.0,17,0.058823529411764705,0.0,0.0,19,0.0,same_offline_observation_level_evaluator,False,hallucination_rate,-1.0,True
0.15373281689071164,0.0,0.0,17,0.0,0.23703956861851594,0.07451963241436926,19,0.15373281689071164,same_offline_observation_level_evaluator,False,lineage_citation_f1,,True
0.0,0.42857142857142855,0.0,7,0.21428571428571427,0.42857142857142855,0.0,7,0.21428571428571427,same_offline_observation_level_evaluator,False,memory_update_accuracy,0.0,True
0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,same_offline_observation_level_evaluator,False,offline_csm_update_cost,,True
-5.5949999999998406e-06,0.0008265770625,0.000681725625,20,0.0007452825,0.0008579559374999999,0.0006614101875,20,0.0007396875000000001,same_offline_observation_level_evaluator,False,online_query_cost,-0.0075072204164190635,True
-38447.15000000001,112090.98874999999,74228.53875,20,88433.35,63129.89125,40434.86625,20,49986.2,same_offline_observation_level_evaluator,False,operational_wall_clock_latency_ms,-0.4347584932607439,True
-50023.0,112083.94374999999,74221.2425,20,144771.0,63088.844999999994,40396.08625,20,94748.0,same_offline_observation_level_evaluator,False,p95_latency,-0.34553190901492703,True
-38480.100000000006,112083.94374999999,74221.2425,20,88425.85,63088.844999999994,40396.08625,20,49945.75,same_offline_observation_level_evaluator,False,processing_latency_ms,-0.4351679966887511,True
-38480.100000000006,112083.94374999999,74221.2425,20,88425.85,63088.844999999994,40396.08625,20,49945.75,same_offline_observation_level_evaluator,False,provider_generation_latency_ms,-0.4351679966887511,True
32.95,8.65,6.35,20,7.5,43.3,38.25,20,40.45,same_offline_observation_level_evaluator,False,retrieval_activation_latency_ms,4.3933333333333335,True
0.04989087301587302,0.05625,0.0,20,0.025,0.11535267857142856,0.03634895833333333,20,0.07489087301587302,same_offline_observation_level_evaluator,False,retrieval_precision,1.9956349206349207,True
0.13841269841269838,0.09631249999999994,0.0,20,0.0425,0.26086904761904756,0.09709523809523808,20,0.1809126984126984,same_offline_observation_level_evaluator,False,retrieval_recall,3.2567693744164323,True
0.0,0.0,0.0,7,0.0,0.0,0.0,7,0.0,same_offline_observation_level_evaluator,False,state_accuracy,,True
0.0,1.0,1.0,12,1.0,1.0,1.0,11,1.0,same_offline_observation_level_evaluator,False,state_recovery_time,0.0,True
-0.1481481481481482,0.7037037037037037,0.4074074074074074,9,0.5555555555555556,0.5749999999999992,0.25925925925925924,9,0.4074074074074074,same_offline_observation_level_evaluator,False,temporal_consistency,-0.2666666666666667,True
-168.0999999999999,4251.28375,3439.59875,20,3785.35,4280.85125,3205.8450000000003,20,3617.25,same_offline_observation_level_evaluator,False,tokens_per_query,-0.0444080468120517,True
-0.00011189999999999811,0.0008265770625,0.000681725625,20,0.01490565,0.0008579559374999999,0.0006614101875,20,0.014793750000000001,same_offline_observation_level_evaluator,False,total_cost,-0.007507220416419151,True
-0.058823529411764705,0.17647058823529413,0.0,17,0.058823529411764705,0.0,0.0,19,0.0,same_offline_observation_level_evaluator,False,unsupported_claim_rate,-1.0,True
