ci_high,ci_low,completed_turns,direction,iqr,max,mean,median,metric_name,min,observation_count,patient,questions,reason_not_applicable,repetitions,stddev,system,systems,total_rows,value
,,140,higher_is_better,,,,,state_accuracy,,0,SYN-CSM-001,20,state_table_metric_only_applicable_to_csm,1,,long_context,7,20,
0.5925925925925926,0.3333333333333333,140,higher_is_better,0.0,1.0,0.4444444444444444,0.3333333333333333,temporal_consistency,0.3333333333333333,9,SYN-CSM-001,20,,1,0.23570226039551584,long_context,7,20,0.4444444444444444
0.0,0.0,140,higher_is_better,0.0,0.0,0.0,0.0,decision_f1,0.0,1,SYN-CSM-001,20,,1,0.0,long_context,7,20,0.0
0.2857142857142857,0.0,140,higher_is_better,0.0,0.6666666666666666,0.14285714285714285,0.0,answer_accuracy,0.0,14,SYN-CSM-001,20,,1,0.28387687575088,long_context,7,20,0.14285714285714285
0.46428571428571425,0.13095238095238093,140,lower_is_better,0.3333333333333333,1.0,0.29166666666666663,0.29166666666666663,hallucination_rate,0.0,14,SYN-CSM-001,20,,1,0.347072617343117,long_context,7,20,0.29166666666666663
0.616220238095238,0.306547619047619,140,higher_is_better,0.16666666666666669,1.0,0.4613095238095238,0.35416666666666663,evidence_support_rate,0.0,14,SYN-CSM-001,20,,1,0.3303004191805801,long_context,7,20,0.4613095238095238
0.46428571428571425,0.13095238095238093,140,lower_is_better,0.3333333333333333,1.0,0.29166666666666663,0.29166666666666663,unsupported_claim_rate,0.0,14,SYN-CSM-001,20,,1,0.347072617343117,long_context,7,20,0.29166666666666663
0.0,0.0,140,lower_is_better,0.0,0.0,0.0,0.0,fabricated_citation_rate,0.0,13,SYN-CSM-001,20,,1,0.0,long_context,7,20,0.0
0.616220238095238,0.306547619047619,140,higher_is_better,0.16666666666666669,1.0,0.4613095238095238,0.35416666666666663,faithfulness,0.0,14,SYN-CSM-001,20,,1,0.3303004191805801,long_context,7,20,0.4613095238095238
0.616220238095238,0.306547619047619,140,higher_is_better,0.16666666666666669,1.0,0.4613095238095238,0.35416666666666663,groundedness,0.0,14,SYN-CSM-001,20,,1,0.3303004191805801,long_context,7,20,0.4613095238095238
0.5452976190476191,0.10044642857142856,140,lower_is_better,0.3291666666666667,0.9,0.2964285714285714,0.2333333333333333,expected_calibration_error,0.0,7,SYN-CSM-001,20,,1,0.31607609926899016,long_context,7,20,0.2964285714285714
0.17582417582417584,0.0,140,higher_is_better,0.0,0.5714285714285715,0.08791208791208792,0.0,lineage_citation_f1,0.0,13,SYN-CSM-001,20,,1,0.21459074748537454,long_context,7,20,0.08791208791208792
,,140,higher_is_better,,,,,contradiction_handling,,0,SYN-CSM-001,20,no_ground_truth_contradiction,1,,long_context,7,20,
0.1831730769230765,0.038461538461538464,140,higher_is_better,0.25,0.25,0.11538461538461539,0.0,correction_recovery,0.0,13,SYN-CSM-001,20,,1,0.1297186304156927,long_context,7,20,0.11538461538461539
0.0625,0.0,140,higher_is_better,0.0,0.25,0.025,0.0,retrieval_precision,0.0,20,SYN-CSM-001,20,,1,0.07694837640638656,long_context,7,20,0.025
0.1,0.0,140,higher_is_better,0.0,0.4,0.04,0.0,retrieval_recall,0.0,20,SYN-CSM-001,20,,1,0.1231174022502185,long_context,7,20,0.04
,,140,higher_is_better,,,,,activation_precision,,0,SYN-CSM-001,20,activation_metric_only_applicable_to_csm,1,,long_context,7,20,
,,140,higher_is_better,,,,,activation_recall,,0,SYN-CSM-001,20,activation_metric_only_applicable_to_csm,1,,long_context,7,20,
1858.9199999999998,1448.755,140,lower_is_better,267.75,3614.0,1609.2,1490.0,tokens_per_query,1228.0,20,SYN-CSM-001,20,,1,500.93256190723656,long_context,7,20,1609.2
71827.33874999998,16035.8925,140,lower_is_better,16626.0,314279.0,36289.1,15057.5,p95_latency,8184.0,20,SYN-CSM-001,20,,1,68353.36359097481,long_context,7,20,96328.0
71827.33874999998,16035.8925,140,lower_is_better,16626.0,314279.0,36289.1,15057.5,provider_generation_latency_ms,8184.0,20,SYN-CSM-001,20,,1,68353.36359097481,long_context,7,20,36289.1
8.5,7.6,140,lower_is_better,1.25,11.0,8.0,8.0,retrieval_activation_latency_ms,7.0,20,SYN-CSM-001,20,,1,1.025978352085154,long_context,7,20,8.0
71827.33874999998,16035.8925,140,lower_is_better,16626.0,314279.0,36289.1,15057.5,processing_latency_ms,8184.0,20,SYN-CSM-001,20,,1,68353.36359097481,long_context,7,20,36289.1
71835.66499999998,16043.82125,140,lower_is_better,16625.75,314290.0,36297.1,15065.0,operational_wall_clock_latency_ms,8192.0,20,SYN-CSM-001,20,,1,68354.01553976568,long_context,7,20,36297.1
0.0004573186875,0.000343840125,140,lower_is_better,0.0001573875,0.0007661999999999999,0.00039692249999999997,0.00036907499999999996,online_query_cost,0.00021525,20,SYN-CSM-001,20,,1,0.00013194815616170496,long_context,7,20,0.00039692249999999997
,,140,lower_is_better,,,,,offline_csm_update_cost,,0,SYN-CSM-001,20,offline_update_cost_only_recorded_for_csm,1,,long_context,7,20,
0.0004573186875,0.000343840125,140,lower_is_better,0.0001573875,0.0007661999999999999,0.00039692249999999997,0.00036907499999999996,total_cost,0.00021525,20,SYN-CSM-001,20,,1,0.00013194815616170496,long_context,7,20,0.00793845
0.42857142857142855,0.0,140,higher_is_better,0.0,1.0,0.14285714285714285,0.0,memory_update_accuracy,0.0,7,SYN-CSM-001,20,,1,0.37796447300922725,long_context,7,20,0.14285714285714285
,,140,lower_is_better,,,,,state_recovery_time,,0,SYN-CSM-001,20,state_recovery_time_only_applicable_to_csm,1,,long_context,7,20,
,,140,higher_is_better,,,,,state_accuracy,,0,SYN-CSM-001,20,state_table_metric_only_applicable_to_csm,1,,rolling_summary,7,20,
0.8518518518518519,0.5555555555555555,140,higher_is_better,0.33333333333333337,1.0,0.7037037037037037,0.6666666666666666,temporal_consistency,0.3333333333333333,9,SYN-CSM-001,20,,1,0.26057865332352387,rolling_summary,7,20,0.7037037037037037
