applicable,audit_file,calculation_reason,denominator,metric_name,numerator,observation_value,patient,question_id,question_number,reason_not_applicable,system,turn_id
True,answer_f1_audit.csv,per_question_claim_level_f1,5,answer_accuracy,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,claim_support_audit.csv,unsupported_or_contradicted_factual_claims,1,hallucination_rate,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,claim_support_audit.csv,supported_factual_claims,1,evidence_support_rate,0.5,0.5,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,claim_support_audit.csv,unsupported_factual_claims,1,unsupported_claim_rate,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,citation_resolution_audit.csv,fabricated_citations_over_generated_citations,2,fabricated_citation_rate,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,claim_support_audit.csv,claim_level_context_support_classification,1,faithfulness,0.5,0.5,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,claim_support_audit.csv,supported_or_partially_supported_claims,1,groundedness,0.5,0.5,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,retrieval_audit.csv,retrieved_relevant_sources_over_retrieved_sources,9,retrieval_precision,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,retrieval_audit.csv,retrieved_relevant_sources_over_expected_sources,5,retrieval_recall,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,citation_resolution_audit.csv,citation_lineage_f1_against_expected_sources,,lineage_citation_f1,,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
False,csm_activation_audit.csv,non_csm_has_no_csm_activation,,activation_precision,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,activation_metric_only_applicable_to_csm,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
False,csm_activation_audit.csv,non_csm_has_no_csm_activation,,activation_recall,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,activation_metric_only_applicable_to_csm,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
False,temporal_assertion_audit.csv,missing_temporal_ground_truth,,temporal_consistency,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,missing_temporal_ground_truth,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['diagnose'],,decision_f1,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,missing_expected_decision_labels,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
False,correction_recovery_audit.csv,no_correction_case,,correction_recovery,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,no_correction_case,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,state_comparison_audit.csv,expected_state_transition_terms_found_in_stored_answer,,memory_update_accuracy,,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
False,state_comparison_audit.csv,non_csm_system_has_no_state_table,,state_accuracy,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,state_table_metric_only_applicable_to_csm,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
False,correction_recovery_audit.csv,non_csm_system_has_no_recovery_state,,state_recovery_time,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,state_recovery_time_only_applicable_to_csm,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,token_results.csv,stored_llm_call_total_tokens,1,tokens_per_query,1471,1471,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,28235,28235,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,10,10,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,primary_processing_latency_excludes_intentional_request_delay_and_quota_backoff,1,processing_latency_ms,28235,28235,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,retrieval_plus_provider_generation_latency_without_configured_request_delay,1,operational_wall_clock_latency_ms,28245,28245,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,stored_llm_call_processing_duration_ms,1,p95_latency,28235,28235,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,total_cost.csv,answer_generation_provider_token_cost,1,online_query_cost,0.00029580000000000003,0.00029580000000000003,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
False,total_cost.csv,deterministic_csm_update_provider_cost_zero,1,offline_csm_update_cost,0.0,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,offline_update_cost_only_recorded_for_csm,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,total_cost.csv,versioned_provider_token_pricing,1,total_cost,0.00029580000000000003,0.00029580000000000003,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
False,contradiction_results.csv,stored_answer_conflict_detection,,contradiction_handling,0,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,no_ground_truth_contradiction,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,answer_f1_audit.csv,per_question_claim_level_f1,4,answer_accuracy,2,0.6666666666666666,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,claim_support_audit.csv,unsupported_or_contradicted_factual_claims,2,hallucination_rate,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,claim_support_audit.csv,supported_factual_claims,2,evidence_support_rate,2.0,1.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,claim_support_audit.csv,unsupported_factual_claims,2,unsupported_claim_rate,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,citation_resolution_audit.csv,fabricated_citations_over_generated_citations,4,fabricated_citation_rate,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,claim_support_audit.csv,claim_level_context_support_classification,2,faithfulness,2.0,1.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,claim_support_audit.csv,supported_or_partially_supported_claims,2,groundedness,2.0,1.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,retrieval_audit.csv,retrieved_relevant_sources_over_retrieved_sources,8,retrieval_precision,2,0.25,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,retrieval_audit.csv,retrieved_relevant_sources_over_expected_sources,5,retrieval_recall,2,0.4,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,citation_resolution_audit.csv,citation_lineage_f1_against_expected_sources,,lineage_citation_f1,,0.4444444444444445,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,csm_activation_audit.csv,activated_state_canonical_evidence_precision,8,activation_precision,2,0.25,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,csm_activation_audit.csv,activated_state_canonical_evidence_recall,5,activation_recall,2,0.4,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
False,temporal_assertion_audit.csv,missing_temporal_ground_truth,,temporal_consistency,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,missing_temporal_ground_truth,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['diagnose'],,decision_f1,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,missing_expected_decision_labels,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
False,correction_recovery_audit.csv,no_correction_case,,correction_recovery,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,no_correction_case,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,state_comparison_audit.csv,expected_state_transition_terms_found_in_stored_answer,,memory_update_accuracy,,1.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,state_comparison_audit.csv,matched_expected_state_against_real_csm_state_table,3,state_accuracy,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
False,correction_recovery_audit.csv,first_turn_recovery_credit_when_corrected_state_available,,state_recovery_time,,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,no_recovered_correction_state,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.050000000000000044,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,token_results.csv,stored_llm_call_total_tokens,1,tokens_per_query,3166,3166,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,8261,8261,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,39,39,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,primary_processing_latency_excludes_intentional_request_delay_and_quota_backoff,1,processing_latency_ms,8261,8261,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,retrieval_plus_provider_generation_latency_without_configured_request_delay,1,operational_wall_clock_latency_ms,8300,8300,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,stored_llm_call_processing_duration_ms,1,p95_latency,8261,8261,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,total_cost.csv,answer_generation_provider_token_cost,1,online_query_cost,0.0006099,0.0006099,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,total_cost.csv,deterministic_csm_update_provider_cost_zero,1,offline_csm_update_cost,0.0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,total_cost.csv,versioned_provider_token_pricing,1,total_cost,0.0006099,0.0006099,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
False,contradiction_results.csv,stored_answer_conflict_detection,,contradiction_handling,0,,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,no_ground_truth_contradiction,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,answer_f1_audit.csv,per_question_claim_level_f1,4,answer_accuracy,2,0.6666666666666666,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,hippo_rag,6232d0bb-bfac-40db-9156-e7b5e843c132
True,claim_support_audit.csv,unsupported_or_contradicted_factual_claims,2,hallucination_rate,0,0.0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,hippo_rag,6232d0bb-bfac-40db-9156-e7b5e843c132
