answer_accuracy,answer_hash,contradiction_handling,correction_recovery,decision_f1,evidence_support_rate,expected_calibration_error,fabricated_citation_rate,faithfulness,groundedness,hallucination_rate,lineage_citation_f1,memory_update_accuracy,p95_latency,patient,question_id,question_number,retrieval_precision,retrieval_recall,state_accuracy,state_recovery_time,system,temporal_consistency,tokens_per_query,total_cost,turn_id,unsupported_claim_rate
0.0,9767482c82faa6fa97c962121c54b4aadb6fb66a6e32ee8ae59d4f22976e319c,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,28235,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,0.0,0.0,,,rolling_summary,,1471,0.00029580000000000003,1da1e56e-179c-4c69-99ad-fa158bb3cca9,0.0
0.6666666666666666,2d1a71b9e42edfd474c54debaa5f441750a683204f52ba070e1633da0d543f63,,,,1.0,0.050000000000000044,0.0,1.0,1.0,0.0,0.4444444444444445,1.0,8261,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,0.25,0.4,0.0,,csm,,3166,0.0006099,39170e46-1e9f-4115-8ca4-c5d86155ea79,0.0
0.6666666666666666,568514680e830531a5414632242ca70452aed4a9482d9ac3f3981d2f00c4841a,,,,1.0,,0.0,1.0,1.0,0.0,0.7499999999999999,1.0,72587,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,0.3,0.6,,,hippo_rag,,1644,0.00039015,6232d0bb-bfac-40db-9156-e7b5e843c132,0.0
0.5,fc81dd93b747dd61576d951c270a66c04f95964f771b54b74bc03093d633460e,1.0,,,0.75,0.24999999999999997,0.0,0.75,0.75,0.0,0.6666666666666665,0.0,76837,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,0.25,0.6,,,dense_rag,,2170,0.0006198,7f7e9d93-c0f1-47c6-851e-04b662a5f66d,0.0
0.6666666666666666,a87ae8d4c4fa748804a590cbbd9a41a6206eb8c4a23b9b92fc5ff7f7d9278f3f,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285715,1.0,76066,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,0.3,0.6,,,graph_rag,,1659,0.000396,976792df-ef0d-4b8e-a0bf-071106da06d0,0.0
0.6666666666666666,0ddd932fa3c99db80e48b565f9488b4642e0f093ca1a5808dfc6e26f624aea30,,,,1.0,0.010000000000000009,0.0,1.0,1.0,0.0,0.7499999999999999,1.0,76601,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,0.21428571428571427,0.6,,,hybrid_rag,,2010,0.00045674999999999996,97d07848-ba97-4af7-a3bd-1d2509841afa,0.0
0.6666666666666666,e1760238a2eee06c6b7d64d2eae2c9617075c8e0ae43feae87ee7b06b2f18106,,,,1.0,,0.0,1.0,1.0,0.0,0.5714285714285715,1.0,314279,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,0.25,0.4,,,long_context,,1466,0.00035894999999999997,da333ec3-38f6-4586-8641-39cec762cb59,0.0
0.6666666666666666,d3f27785afc33e0551a9792c214f0ceb319436f94cdde4b1303ed77a3b17a6d5,,0.0,,1.0,,0.0,1.0,1.0,0.0,0.4444444444444445,,37946,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,0.25,0.4,,,csm,,2929,0.0005856,057d3252-33d1-4c93-82ff-7514419dac41,0.0
0.3333333333333333,148bd7379e72cf359ad7b7d8dc89ba4f1e2a5a4aa44fa58c2105579da29a7731,,0.0,,0.75,0.09999999999999998,0.0,0.75,0.75,0.0,0.33333333333333337,,145559,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,0.08333333333333333,0.2,,,hippo_rag,,3866,0.00084315,0e8810bb-1050-474a-8f25-0306243e3e3a,0.0
0.4,4c9023ccea032b4f4fb2419c61a5266b77d1915293e1ff1a1af6c7c4421899de,,0.0,,1.0,0.28,0.0,1.0,1.0,0.0,0.5714285714285715,,152754,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,0.16666666666666666,0.4,,,dense_rag,,3722,0.00076665,32c0aa97-55af-4efd-9b06-7b1bbf794298,0.0
,2785bc89d0c0ab1596c39e7f510ee85e00868c4158afbe7c1ee08ddbd25dd105,,0.0,,,,,,,,,,28326,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,0.0,0.0,,,rolling_summary,,1408,0.000258,34fa137f-cf45-4e71-9910-98b63628ef9a,
0.6666666666666666,74132f9b572e81a93c2c15155a4ec464358fe8ae51e7e477c6e98df389413ca0,,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285715,,42706,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,0.25,0.4,,,long_context,,1446,0.00034694999999999995,5fc8bda2-1746-4604-a0e2-6692490a3d43,0.0
0.6666666666666666,148bd7379e72cf359ad7b7d8dc89ba4f1e2a5a4aa44fa58c2105579da29a7731,,0.0,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.33333333333333337,,305938,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,0.08333333333333333,0.2,,,graph_rag,,7891,0.0016503,70b57416-723f-4d77-8fe0-fb4595f60ca5,0.0
0.4,949e425a39627198cc3883f094a1eb0f32545e2fe295ef79c7488c22bca8a525,,0.0,,1.0,0.010000000000000009,0.0,1.0,1.0,0.0,0.33333333333333337,,152365,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,0.05555555555555555,0.2,,,hybrid_rag,,4613,0.00087375,7b5064ac-24d6-4660-9ec9-45044b6f718b,0.0
0.0,5b3e47227657ab2629da367ec2981543b0ad07fa23be1e3d939e54d3af2ed87e,,0.25,,0.5,0.15000000000000002,0.0,0.5,0.5,0.0,0.28571428571428575,0.0,73685,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,0.3125,0.45454545454545453,,,hippo_rag,,2535,0.00068805,1c451b2e-95f4-4e2a-beb9-df401293333a,0.0
0.0,d4774f27f09bbbc693dadbd9103d64c27dd7ba6f4b7e594fade894048b46a86c,,0.0,,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,41355,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,0.2222222222222222,0.18181818181818182,,,rolling_summary,,2693,0.000579,4e1aeb57-e320-4fd9-92e1-90b5dab35693,0.0
,4fa77bfad82afa24326d334ebe0ae6a6cb303773eaabedbb707f1544d2f707ee,,0.0,,,,,,,,,0.0,231773,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,0.21428571428571427,0.2727272727272727,,,hybrid_rag,,5933,0.0011158499999999998,701242fa-0684-44f4-a79d-47d55626b5ee,
0.0,96961e082d6c1fae97c84640b3a2f98590efe0f4e4d7be8036a100b7ee4634cb,,0.75,,0.5,0.175,0.0,0.5,0.5,0.0,0.37499999999999994,0.0,79848,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,0.3125,0.45454545454545453,,,graph_rag,,2612,0.0007473,89289001-4459-449f-8d3c-9cc288f36ff4,0.0
0.0,524bc232297b43fec1ca246159517ef8b1b0ea487214a13b59977189271a6e51,,0.75,,0.5,0.13750000000000004,0.0,0.5,0.5,0.0,0.0,0.0,49099,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,0.0,0.0,0.0,1.0,csm,,3278,0.0007823999999999999,b11fee85-dad6-4506-91b5-6f63386076c7,0.0
0.0,8f88a4332c79690792600fa25784ea583aa42b9846c96d4e0d6f7a3f4a56a141,,0.25,,0.5,0.1875,0.0,0.5,0.5,0.0,0.0,1.0,77764,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,0.1,0.09090909090909091,,,dense_rag,,1992,0.0006029999999999999,d9ffdd07-3101-40ff-b729-69301c4d268d,0.0
0.0,1bfaeca90b9b98ec52561598fdf58b7cbb2248afe8957dcab04cbd723ec7f017,,0.0,,0.3333333333333333,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,10561,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,0.0,0.0,,,long_context,,1700,0.0004953,e2b68005-66aa-4e7e-83cb-ea135f9217e4,0.3333333333333333
0.0,059ecbb48408e0b2460ffd911e0e52e9bc9d556116e8bebada1202a342fe511e,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.0,,25177,SYN-CSM-001,3be7129e-5f51-4158-9f01-dfc6091679e0,4,0.0,0.0,,,rolling_summary,1.0,1653,0.0003978,0f53204a-9d47-465c-a636-7dbb8c410e84,0.0
0.6666666666666666,57fdba578d1b0bb4897ce270e09a9e0c69248733858efd247960751da29d0927,,,,1.0,0.14999999999999997,0.0,1.0,1.0,0.0,0.6666666666666666,,78499,SYN-CSM-001,3be7129e-5f51-4158-9f01-dfc6091679e0,4,0.125,0.5,,,graph_rag,0.3333333333333333,2166,0.0004959000000000001,21808880-9812-47cb-8711-7b48d05bdaa0,0.0
0.6666666666666666,492fb08bc3ba5285a344a9ed686d11ad960f39ac0772d1780feff4ce22299ed3,,,,1.0,0.125,0.0,1.0,1.0,0.0,0.6666666666666666,,77744,SYN-CSM-001,3be7129e-5f51-4158-9f01-dfc6091679e0,4,0.14285714285714285,0.5,,,dense_rag,0.3333333333333333,2116,0.00048525,3bcc4362-84db-4130-ac37-364f6060c58e,0.0
0.4,4104cf82b8a139b004ebcb8a573ada1dde7110ec263b579543feb7bbee086435,,,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.4,,72620,SYN-CSM-001,3be7129e-5f51-4158-9f01-dfc6091679e0,4,0.125,0.5,,,hippo_rag,0.3333333333333333,2042,0.00042195,812e348c-1d99-4e29-9d72-561cbdb67560,0.0
0.0,619dbc81fcc47a44a0b85f5d5bef4502b4200d95815f1677a2666535a080e23f,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.3333333333333333,,47923,SYN-CSM-001,3be7129e-5f51-4158-9f01-dfc6091679e0,4,0.1,0.25,,,csm,0.3333333333333333,2946,0.00053685,974e8b6e-0448-4705-ac46-fa635044e789,0.0
0.0,ccbc639fdb17dcf408f6f4974cb9131a4423c6ab97ec3eae802edf5656876f12,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.4,,77250,SYN-CSM-001,3be7129e-5f51-4158-9f01-dfc6091679e0,4,0.125,0.5,,,hybrid_rag,0.3333333333333333,2070,0.000423,9dc996b0-5771-4787-b7be-355f4a34a8ec,0.0
0.0,575dca1de285e2ce7085a70d6eddcf0819765d147a1263b92807283b9fde2c89,,,,0.0,0.9,,0.0,0.0,1.0,,,10523,SYN-CSM-001,3be7129e-5f51-4158-9f01-dfc6091679e0,4,0.0,0.0,,,long_context,0.3333333333333333,1457,0.00034635,b2366de2-823b-484f-b516-195e8b1288e2,1.0
0.22222222222222224,8f99556e288b9156f443b9fca1553f04fe7870f2073de5ca09429d99636755ab,,,,0.6,0.1,0.0,0.6,0.6,0.0,0.0,0.0,77657,SYN-CSM-001,bb201dcb-8553-49e5-b593-cb878c70d391,5,0.0,0.0,,,rolling_summary,,3255,0.0009153,09f88c77-dfbc-469b-a68a-1ae08906b72f,0.0
0.3333333333333333,65bdf87c7dc9f07bb0330578173f3393725ef88689aca89ab6af2989b7856607,,,,0.75,0.0,0.0,0.75,0.75,0.0,0.28571428571428575,0.0,72534,SYN-CSM-001,bb201dcb-8553-49e5-b593-cb878c70d391,5,0.1875,0.6,,,hippo_rag,,2281,0.0005352,16ac4b00-f231-42a1-8c20-12942f1244c8,0.0
