ci95_high,ci95_low,direction,metric_name,n,rank,score,system,tie_with_top
0.0,0.0,higher_is_better,state_accuracy,3,1,0.0,csm_v4,False
0.0,0.0,higher_is_better,answer_accuracy,3,1,0.0,csm_v4,False
1.0,1.0,lower_is_better,hallucination_rate,3,1,1.0,csm_v4,False
0.0,0.0,higher_is_better,evidence_support_rate,3,1,0.0,csm_v4,False
1.0,1.0,lower_is_better,unsupported_claim_rate,3,1,1.0,csm_v4,False
0.4339003755134659,0.35028951995691743,lower_is_better,fabricated_citation_rate,3,1,0.39209494773519166,csm_v4,False
0.9741354680782072,0.9264807116077399,higher_is_better,faithfulness,3,1,0.9503080898429735,csm_v4,False
0.9741354680782072,0.9264807116077399,higher_is_better,groundedness,3,1,0.9503080898429735,csm_v4,False
0.9109567766649138,0.8272888373701734,lower_is_better,expected_calibration_error,3,1,0.8691228070175436,csm_v4,False
0.297558107458286,0.17470216054666293,higher_is_better,lineage_citation_f1,3,1,0.23613013400247446,csm_v4,False
0.0,0.0,higher_is_better,contradiction_handling,1,1,0.0,csm_v4,False
0.0,0.0,higher_is_better,correction_recovery,2,1,0.0,csm_v4,False
0.313524220620066,0.2279135083176629,higher_is_better,retrieval_precision,3,1,0.27071886446886445,csm_v4,False
0.8051206396296235,0.7229216884127045,higher_is_better,retrieval_recall,3,1,0.764021164021164,csm_v4,False
4134.7040738013275,3118.229259532006,lower_is_better,tokens_per_query,3,1,3626.4666666666667,csm_v4,False
189959.2298892487,183503.80344408468,lower_is_better,p95_latency,3,1,186731.5166666667,csm_v4,False
0.016162551784369296,0.012784548215630702,lower_is_better,total_cost,3,1,0.01447355,csm_v4,False
