applicable,audit_file,calculation_reason,denominator,metric_name,numerator,observation_value,patient,question_id,question_number,reason_not_applicable,system,turn_id
True,answer_f1_audit.csv,per_question_claim_level_f1,4,answer_accuracy,2,0.6666666666666666,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,claim_support_audit.csv,unsupported_or_contradicted_factual_claims,2,hallucination_rate,0,0.0,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,claim_support_audit.csv,supported_factual_claims,2,evidence_support_rate,2.0,1.0,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,claim_support_audit.csv,unsupported_factual_claims,2,unsupported_claim_rate,0,0.0,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,citation_resolution_audit.csv,fabricated_citations_over_generated_citations,12,fabricated_citation_rate,0,0.0,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,claim_support_audit.csv,claim_level_context_support_classification,2,faithfulness,2.0,1.0,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,claim_support_audit.csv,supported_or_partially_supported_claims,2,groundedness,2.0,1.0,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,retrieval_audit.csv,retrieved_relevant_sources_over_retrieved_sources,16,retrieval_precision,2,0.125,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,retrieval_audit.csv,retrieved_relevant_sources_over_expected_sources,4,retrieval_recall,2,0.5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,citation_resolution_audit.csv,citation_lineage_f1_against_expected_sources,,lineage_citation_f1,,0.4,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
