duration_ms,llm_call_id,turn_id
5444,a0e5127f-7e34-4f75-8864-883bf2a8e6de,5f447e19-8c8f-4d41-adc8-6bd15bee476c
6742,54249ce8-c148-4408-9bca-68337a3aa4a8,ca5ab13f-a28a-46a6-a345-44f6e19f4502
60138,640e856d-3cfa-45b6-8ade-0d46849cd47a,f400c44c-e5e1-46c0-b9a8-01b44728969e
35609,f87ecc9c-8ec5-48d9-b15c-e4ec19c17797,213b58af-8265-447e-8468-3389fa591843
27669,26f0bb98-c818-4712-87e5-03d5b25748b5,265defdb-d13b-40e2-98cf-6a286818b73a
71543,8eb66e00-dc91-407b-991a-bee673499fa1,1de091b4-1ad5-430f-90ad-85722fbd205e
31484,a2a4a277-a220-4edb-b4e5-7a4761b66647,9aadb852-025e-478f-9710-2ee59eb1f23a
18375,4ced2ed7-3bf1-4bae-9dc8-0a97ca8cfd7f,65e08603-9575-4720-92d6-7ae27541c643
29193,38f97727-454f-4eb0-9731-31ca46beba2e,50aa4cff-d8e0-49c4-9328-5eabd4c94b74
38948,13c0c15d-334e-4734-87a5-ba04268e62c5,b71df394-fe0c-4f32-9a9b-74e805016cb2
28804,3c56afd0-e525-4490-842f-7e75ebf37aec,9f3933f6-d119-4604-8759-bc440748d86e
28690,0af87e32-c40e-4dfd-9ec5-51368302ac27,ce72261f-39c4-4fc4-805f-cbc607fea8df
38827,7d5cb230-f824-476c-bded-a46e623c0e74,9909cea9-cdb2-42c1-a12e-4050b6ec9953
35825,d3a26106-48de-47a7-951b-8c3c63039bf0,f6a81f2f-e898-4ca1-9124-ecaa5b6432ef
32947,56e23246-0d68-4a2e-828a-0f5394cdfb27,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d
40222,4c68ef04-7874-4aed-b17c-a681712e74ab,0d2b3af0-a045-458d-b491-b6c962c71855
24613,8408743e-c29b-4a49-9afb-c5ebe6392895,22b17281-6382-42cc-9a0d-1eccb78e0c1a
68620,fbcbdcbf-0cd6-46c0-b23e-33867ab81edf,2da76a6a-0ae3-4f60-a525-5dc459714c4a
36034,be117eb2-a79f-43d7-9a05-880d7f6d018b,87eef013-8d1d-4b49-a3a3-19a5027a3216
38379,9c694c9e-b9a9-49c7-b95c-b01b3e0f899c,20df5962-14bc-4410-a05f-78cb152a0683
23784,a5975324-49a5-4073-b27e-a43565e67657,b61c50db-e291-4d7e-a1e9-ecf4afe14dfd
32320,f304e604-dfa1-4c02-9716-8a6dbe16cd8e,5c42933c-6a38-456f-ad20-faecffae1c16
37067,38e8cd4d-077c-4006-b60e-a40c1478a3c8,bc05c230-855d-4be5-a4ea-ea2354b227e6
23348,0348c9da-ae5b-40ea-adb7-88e17aacefa1,54dbaf85-a62d-4237-807f-265826901680
35277,8062391a-bdf4-4a19-8de2-8c75b59a7e6e,b770cfed-9019-4f4c-a79c-60ee8c627de3
32554,1dd86a30-5e0d-4b98-b1c0-b1c04720ea01,4d57b8e2-8364-4fd8-86b5-eac8f581a6d8
23308,f4cfb02a-bb5b-4d55-9f6b-34944747362f,b4142752-ded8-4bf1-85f0-20e3c8f79d95
28969,d6abe330-72ef-48c4-af79-2c71559ad33c,ea8e55ae-2c23-485b-b24c-dcba5144722c
